NAME,B19202G_001E,state,county,year
"Gordon County, Georgia",-666666666.0,13,129,2018
"Cherokee County, Georgia",45083.0,13,057,2018
"Lee County, Georgia",-666666666.0,13,177,2018
"Greene County, Georgia",-666666666.0,13,133,2018
"Cook County, Georgia",-666666666.0,13,075,2018
"Fulton County, Georgia",51893.0,13,121,2018
"Lumpkin County, Georgia",10625.0,13,187,2018
"Miller County, Georgia",-666666666.0,13,201,2018
"Oconee County, Georgia",-666666666.0,13,219,2018
"Henry County, Georgia",-666666666.0,13,151,2018
"Long County, Georgia",29167.0,13,183,2018
"Stephens County, Georgia",-666666666.0,13,257,2018
"Upson County, Georgia",-666666666.0,13,293,2018
"Peach County, Georgia",-666666666.0,13,225,2018
"Pierce County, Georgia",-666666666.0,13,229,2018
"Screven County, Georgia",-666666666.0,13,251,2018
"Banks County, Georgia",-666666666.0,13,011,2018
"Clay County, Georgia",-666666666.0,13,061,2018
"DeKalb County, Georgia",40309.0,13,089,2018
"Jackson County, Georgia",78000.0,13,157,2018
"Lincoln County, Georgia",-666666666.0,13,181,2018
"Appling County, Georgia",-666666666.0,13,001,2018
"Pulaski County, Georgia",-666666666.0,13,235,2018
"Towns County, Georgia",-666666666.0,13,281,2018
"Turner County, Georgia",-666666666.0,13,287,2018
"Power County, Idaho",-666666666.0,16,077,2018
"Oneida County, Idaho",-666666666.0,16,071,2018
"Lincoln County, Idaho",-666666666.0,16,063,2018
"Franklin County, Idaho",-666666666.0,16,041,2018
"Jerome County, Idaho",-666666666.0,16,053,2018
"Minidoka County, Idaho",-666666666.0,16,067,2018
"Blaine County, Idaho",-666666666.0,16,013,2018
"Boundary County, Idaho",26548.0,16,021,2018
"Gooding County, Idaho",-666666666.0,16,047,2018
"Bear Lake County, Idaho",-666666666.0,16,007,2018
"Bonneville County, Idaho",46121.0,16,019,2018
"Clearwater County, Idaho",20625.0,16,035,2018
"Lemhi County, Idaho",-666666666.0,16,059,2018
"Bonner County, Idaho",33516.0,16,017,2018
"Custer County, Idaho",16360.0,16,037,2018
"Madison County, Idaho",-666666666.0,16,065,2018
"Teton County, Idaho",-666666666.0,16,081,2018
"Honolulu County, Hawaii",51246.0,15,003,2018
"Vermilion County, Illinois",20547.0,17,183,2018
"Clark County, Illinois",-666666666.0,17,023,2018
"Effingham County, Illinois",-666666666.0,17,049,2018
"Hamilton County, Illinois",-666666666.0,17,065,2018
"Johnson County, Illinois",-666666666.0,17,087,2018
"Livingston County, Illinois",-666666666.0,17,105,2018
"Tazewell County, Illinois",30833.0,17,179,2018
"Warren County, Illinois",-666666666.0,17,187,2018
"Madison County, Illinois",32019.0,17,119,2018
"Mercer County, Illinois",-666666666.0,17,131,2018
"Alexander County, Illinois",-666666666.0,17,003,2018
"Randolph County, Illinois",19688.0,17,157,2018
"Macon County, Illinois",17161.0,17,115,2018
"Wayne County, Illinois",-666666666.0,17,191,2018
"Franklin County, Illinois",16786.0,17,055,2018
"McDonough County, Illinois",24779.0,17,109,2018
"Moultrie County, Illinois",-666666666.0,17,139,2018
"Pope County, Illinois",-666666666.0,17,151,2018
"Shelby County, Illinois",-666666666.0,17,173,2018
"Champaign County, Illinois",25750.0,17,019,2018
"Ford County, Illinois",28036.0,17,053,2018
"Kendall County, Illinois",25361.0,17,093,2018
"Marion County, Illinois",16250.0,17,121,2018
"Mason County, Illinois",-666666666.0,17,125,2018
"Starke County, Indiana",12417.0,18,149,2018
"Greene County, Indiana",-666666666.0,18,055,2018
"Wayne County, Indiana",27258.0,18,177,2018
"Dubois County, Indiana",-666666666.0,18,037,2018
"Hancock County, Indiana",57114.0,18,059,2018
"Ohio County, Indiana",-666666666.0,18,115,2018
"Parke County, Indiana",-666666666.0,18,121,2018
"Benton County, Indiana",-666666666.0,18,007,2018
"Putnam County, Indiana",-666666666.0,18,133,2018
"Washington County, Indiana",12056.0,18,175,2018
"Henry County, Indiana",-666666666.0,18,065,2018
"Madison County, Indiana",26746.0,18,095,2018
"Pike County, Indiana",53793.0,18,125,2018
"Steuben County, Indiana",47656.0,18,151,2018
"Miami County, Indiana",-666666666.0,18,103,2018
"Wells County, Indiana",-666666666.0,18,179,2018
"Delaware County, Indiana",16964.0,18,035,2018
"Jefferson County, Indiana",15368.0,18,077,2018
"Newton County, Indiana",-666666666.0,18,111,2018
"St. Joseph County, Indiana",20391.0,18,141,2018
"Switzerland County, Indiana",-666666666.0,18,155,2018
"Carroll County, Indiana",-666666666.0,18,015,2018
"Huntington County, Indiana",73550.0,18,069,2018
"White County, Indiana",-666666666.0,18,181,2018
"Jay County, Indiana",16615.0,18,075,2018
"Clark County, Indiana",40278.0,18,019,2018
"Jefferson County, Iowa",-666666666.0,19,101,2018
"Allamakee County, Iowa",-666666666.0,19,005,2018
"Dallas County, Iowa",-666666666.0,19,049,2018
"Butler County, Iowa",23516.0,19,023,2018
"Fremont County, Iowa",-666666666.0,19,071,2018
"Taylor County, Iowa",-666666666.0,19,173,2018
"Worth County, Iowa",-666666666.0,19,195,2018
"Adams County, Iowa",-666666666.0,19,003,2018
"Chickasaw County, Iowa",-666666666.0,19,037,2018
"Dickinson County, Iowa",-666666666.0,19,059,2018
"Johnson County, Iowa",21768.0,19,103,2018
"Tama County, Iowa",46875.0,19,171,2018
"Franklin County, Iowa",-666666666.0,19,069,2018
"Carroll County, Iowa",-666666666.0,19,027,2018
"Floyd County, Iowa",-666666666.0,19,067,2018
"Louisa County, Iowa",28000.0,19,115,2018
"Lyon County, Iowa",-666666666.0,19,119,2018
"Shelby County, Iowa",-666666666.0,19,165,2018
"Henry County, Iowa",-666666666.0,19,087,2018
"Page County, Iowa",-666666666.0,19,145,2018
"Pottawattamie County, Iowa",-666666666.0,19,155,2018
"Clayton County, Iowa",-666666666.0,19,043,2018
"Buena Vista County, Iowa",-666666666.0,19,021,2018
"Guthrie County, Iowa",-666666666.0,19,077,2018
"Humboldt County, Iowa",-666666666.0,19,091,2018
"Washington County, Iowa",36078.0,19,183,2018
"Corozal Municipio, Puerto Rico",-666666666.0,72,047,2017
"Maunabo Municipio, Puerto Rico",-666666666.0,72,095,2017
"Peñuelas Municipio, Puerto Rico",-666666666.0,72,111,2017
"Ponce Municipio, Puerto Rico",7334.0,72,113,2017
"San Sebastián Municipio, Puerto Rico",9643.0,72,131,2017
"Toa Alta Municipio, Puerto Rico",16568.0,72,135,2017
"Toa Baja Municipio, Puerto Rico",9649.0,72,137,2017
"Vieques Municipio, Puerto Rico",-666666666.0,72,147,2017
"Yabucoa Municipio, Puerto Rico",2499.0,72,151,2017
"Aguada Municipio, Puerto Rico",8308.0,72,003,2017
"Caguas Municipio, Puerto Rico",16250.0,72,025,2017
"Canóvanas Municipio, Puerto Rico",-666666666.0,72,029,2017
"Cidra Municipio, Puerto Rico",-666666666.0,72,041,2017
"Coamo Municipio, Puerto Rico",-666666666.0,72,043,2017
"Dorado Municipio, Puerto Rico",12417.0,72,051,2017
"Luquillo Municipio, Puerto Rico",-666666666.0,72,089,2017
"Barranquitas Municipio, Puerto Rico",-666666666.0,72,019,2017
"Orocovis Municipio, Puerto Rico",-666666666.0,72,107,2017
"San Lorenzo Municipio, Puerto Rico",8716.0,72,129,2017
"Añasco Municipio, Puerto Rico",9838.0,72,011,2017
"Ceiba Municipio, Puerto Rico",-666666666.0,72,037,2017
"Ciales Municipio, Puerto Rico",-666666666.0,72,039,2017
"Comerío Municipio, Puerto Rico",-666666666.0,72,045,2017
"Isabela Municipio, Puerto Rico",-666666666.0,72,071,2017
"Jayuya Municipio, Puerto Rico",-666666666.0,72,073,2017
"Lares Municipio, Puerto Rico",-666666666.0,72,081,2017
"Las Piedras Municipio, Puerto Rico",-666666666.0,72,085,2017
"Río Grande Municipio, Puerto Rico",8854.0,72,119,2017
"San Juan Municipio, Puerto Rico",15949.0,72,127,2017
"Vega Alta Municipio, Puerto Rico",-666666666.0,72,143,2017
"Vega Baja Municipio, Puerto Rico",-666666666.0,72,145,2017
"Maricao Municipio, Puerto Rico",-666666666.0,72,093,2017
"Aibonito Municipio, Puerto Rico",-666666666.0,72,009,2017
"Guayanilla Municipio, Puerto Rico",-666666666.0,72,059,2017
"Juncos Municipio, Puerto Rico",-666666666.0,72,077,2017
"Lajas Municipio, Puerto Rico",-666666666.0,72,079,2017
"Sabana Grande Municipio, Puerto Rico",-666666666.0,72,121,2017
"Adjuntas Municipio, Puerto Rico",-666666666.0,72,001,2017
"Camuy Municipio, Puerto Rico",-666666666.0,72,027,2017
"Guánica Municipio, Puerto Rico",26912.0,72,055,2017
"Hormigueros Municipio, Puerto Rico",13304.0,72,067,2017
"Manatí Municipio, Puerto Rico",-666666666.0,72,091,2017
"Naguabo Municipio, Puerto Rico",-666666666.0,72,103,2017
"Naranjito Municipio, Puerto Rico",-666666666.0,72,105,2017
"San Germán Municipio, Puerto Rico",-666666666.0,72,125,2017
"Utuado Municipio, Puerto Rico",13125.0,72,141,2017
"Arecibo Municipio, Puerto Rico",14156.0,72,013,2017
"Arroyo Municipio, Puerto Rico",-666666666.0,72,015,2017
"Cataño Municipio, Puerto Rico",6316.0,72,033,2017
"Florida Municipio, Puerto Rico",-666666666.0,72,054,2017
"Hatillo Municipio, Puerto Rico",-666666666.0,72,065,2017
"Humacao Municipio, Puerto Rico",-666666666.0,72,069,2017
"Juana Díaz Municipio, Puerto Rico",10417.0,72,075,2017
"Morovis Municipio, Puerto Rico",-666666666.0,72,101,2017
"Mayagüez Municipio, Puerto Rico",13500.0,72,097,2017
"Santa Isabel Municipio, Puerto Rico",-666666666.0,72,133,2017
"Trujillo Alto Municipio, Puerto Rico",-666666666.0,72,139,2017
"Quebradillas Municipio, Puerto Rico",-666666666.0,72,115,2017
"Guayama Municipio, Puerto Rico",-666666666.0,72,057,2017
"Moca Municipio, Puerto Rico",8469.0,72,099,2017
"Culebra Municipio, Puerto Rico",-666666666.0,72,049,2017
"Gurabo Municipio, Puerto Rico",-666666666.0,72,063,2017
"Salinas Municipio, Puerto Rico",16806.0,72,123,2017
"Barceloneta Municipio, Puerto Rico",-666666666.0,72,017,2017
"Loíza Municipio, Puerto Rico",-666666666.0,72,087,2017
"Yauco Municipio, Puerto Rico",6319.0,72,153,2017
"Guaynabo Municipio, Puerto Rico",17284.0,72,061,2017
"Aguadilla Municipio, Puerto Rico",14573.0,72,005,2017
"Cabo Rojo Municipio, Puerto Rico",-666666666.0,72,023,2017
"Fajardo Municipio, Puerto Rico",-666666666.0,72,053,2017
"Las Marías Municipio, Puerto Rico",-666666666.0,72,083,2017
"Patillas Municipio, Puerto Rico",-666666666.0,72,109,2017
"Rincón Municipio, Puerto Rico",8409.0,72,117,2017
"Villalba Municipio, Puerto Rico",10562.0,72,149,2017
"Aguas Buenas Municipio, Puerto Rico",9840.0,72,007,2017
"Bayamón Municipio, Puerto Rico",15296.0,72,021,2017
"Carolina Municipio, Puerto Rico",24167.0,72,031,2017
"Cayey Municipio, Puerto Rico",9158.0,72,035,2017
"Monroe County, Alabama",-666666666.0,01,099,2017
"Lawrence County, Alabama",-666666666.0,01,079,2017
"Lee County, Alabama",26087.0,01,081,2017
"Marion County, Alabama",15761.0,01,093,2017
"Pickens County, Alabama",-666666666.0,01,107,2017
"Sumter County, Alabama",-666666666.0,01,119,2017
"Jefferson County, Alabama",20406.0,01,073,2017
"Choctaw County, Alabama",27404.0,01,023,2017
"Franklin County, Alabama",18095.0,01,059,2017
"Marengo County, Alabama",-666666666.0,01,091,2017
"Russell County, Alabama",-666666666.0,01,113,2017
"Cherokee County, Alabama",-666666666.0,01,019,2017
"Covington County, Alabama",12734.0,01,039,2017
"Crenshaw County, Alabama",9297.0,01,041,2017
"Dallas County, Alabama",31705.0,01,047,2017
"Lauderdale County, Alabama",24688.0,01,077,2017
"Lowndes County, Alabama",-666666666.0,01,085,2017
"Macon County, Alabama",-666666666.0,01,087,2017
"Limestone County, Alabama",19609.0,01,083,2017
"Shelby County, Alabama",42143.0,01,117,2017
"St. Clair County, Alabama",-666666666.0,01,115,2017
"Winston County, Alabama",11136.0,01,133,2017
"Baldwin County, Alabama",28429.0,01,003,2017
"Cullman County, Alabama",14211.0,01,043,2017
"Elmore County, Alabama",27337.0,01,051,2017
"Houston County, Alabama",22198.0,01,069,2017
"Jackson County, Alabama",29732.0,01,071,2017
"Talladega County, Alabama",-666666666.0,01,121,2017
"Tuscaloosa County, Alabama",-666666666.0,01,125,2017
"Washington County, Alabama",-666666666.0,01,129,2017
"Clay County, Alabama",2499.0,01,027,2017
"Coffee County, Alabama",25234.0,01,031,2017
"Morgan County, Alabama",16735.0,01,103,2017
"Pike County, Alabama",35446.0,01,109,2017
"Chilton County, Alabama",-666666666.0,01,021,2017
"Colbert County, Alabama",26019.0,01,033,2017
"Coosa County, Alabama",-666666666.0,01,037,2017
"Dale County, Alabama",-666666666.0,01,045,2017
"Hale County, Alabama",-666666666.0,01,065,2017
"Etowah County, Alabama",11571.0,01,055,2017
"DeKalb County, Alabama",-666666666.0,01,049,2017
"Escambia County, Alabama",-666666666.0,01,053,2017
"Lamar County, Alabama",-666666666.0,01,075,2017
"Randolph County, Alabama",-666666666.0,01,111,2017
"Butler County, Alabama",-666666666.0,01,013,2017
"Mobile County, Alabama",26364.0,01,097,2017
"Conecuh County, Alabama",-666666666.0,01,035,2017
"Perry County, Alabama",-666666666.0,01,105,2017
"Walker County, Alabama",16875.0,01,127,2017
"Cleburne County, Alabama",-666666666.0,01,029,2017
"Greene County, Alabama",-666666666.0,01,063,2017
"Barbour County, Alabama",-666666666.0,01,005,2017
"Bibb County, Alabama",20655.0,01,007,2017
"Bullock County, Alabama",-666666666.0,01,011,2017
"Calhoun County, Alabama",24315.0,01,015,2017
"Chambers County, Alabama",44286.0,01,017,2017
"Clarke County, Alabama",-666666666.0,01,025,2017
"Fayette County, Alabama",10625.0,01,057,2017
"Montgomery County, Alabama",24530.0,01,101,2017
"Marshall County, Alabama",-666666666.0,01,095,2017
"Blount County, Alabama",26250.0,01,009,2017
"Henry County, Alabama",-666666666.0,01,067,2017
"Madison County, Alabama",24413.0,01,089,2017
"Autauga County, Alabama",-666666666.0,01,001,2017
"Tallapoosa County, Alabama",-666666666.0,01,123,2017
"Geneva County, Alabama",71157.0,01,061,2017
"Wilcox County, Alabama",-666666666.0,01,131,2017
"Kodiak Island Borough, Alaska",13967.0,02,150,2017
"Denali Borough, Alaska",105167.0,02,068,2017
"Valdez-Cordova Census Area, Alaska",27045.0,02,261,2017
"Kenai Peninsula Borough, Alaska",34632.0,02,122,2017
"Aleutians West Census Area, Alaska",67500.0,02,016,2017
"Bristol Bay Borough, Alaska",-666666666.0,02,060,2017
"Northwest Arctic Borough, Alaska",-666666666.0,02,188,2017
"Bethel Census Area, Alaska",77500.0,02,050,2017
"North Slope Borough, Alaska",58750.0,02,185,2017
"Sitka City and Borough, Alaska",-666666666.0,02,220,2017
"Fairbanks North Star Borough, Alaska",32969.0,02,090,2017
"Ketchikan Gateway Borough, Alaska",41042.0,02,130,2017
"Matanuska-Susitna Borough, Alaska",35000.0,02,170,2017
"Yakutat City and Borough, Alaska",44375.0,02,282,2017
"Nome Census Area, Alaska",72188.0,02,180,2017
"Dillingham Census Area, Alaska",66000.0,02,070,2017
"Haines Borough, Alaska",-666666666.0,02,100,2017
"Juneau City and Borough, Alaska",46750.0,02,110,2017
"Lake and Peninsula Borough, Alaska",-666666666.0,02,164,2017
"Southeast Fairbanks Census Area, Alaska",-666666666.0,02,240,2017
"Yukon-Koyukuk Census Area, Alaska",29375.0,02,290,2017
"Anchorage Municipality, Alaska",55603.0,02,020,2017
"Aleutians East Borough, Alaska",51667.0,02,013,2017
"Prince of Wales-Hyder Census Area, Alaska",25000.0,02,198,2017
"Wrangell City and Borough, Alaska",-666666666.0,02,275,2017
"Hoonah-Angoon Census Area, Alaska",53250.0,02,105,2017
"Skagway Municipality, Alaska",46375.0,02,230,2017
"Petersburg Borough, Alaska",43333.0,02,195,2017
"Kusilvak Census Area, Alaska",53125.0,02,158,2017
"Pima County, Arizona",29193.0,04,019,2017
"Maricopa County, Arizona",35016.0,04,013,2017
"Gila County, Arizona",-666666666.0,04,007,2017
"Graham County, Arizona",-666666666.0,04,009,2017
"Santa Cruz County, Arizona",-666666666.0,04,023,2017
"Cochise County, Arizona",23112.0,04,003,2017
"La Paz County, Arizona",50250.0,04,012,2017
"Mohave County, Arizona",28864.0,04,015,2017
"Apache County, Arizona",22083.0,04,001,2017
"Coconino County, Arizona",13346.0,04,005,2017
"Yavapai County, Arizona",29222.0,04,025,2017
"Yuma County, Arizona",20531.0,04,027,2017
"Greenlee County, Arizona",-666666666.0,04,011,2017
"Navajo County, Arizona",35528.0,04,017,2017
"Pinal County, Arizona",31662.0,04,021,2017
"White County, Arkansas",75375.0,05,145,2017
"Nevada County, Arkansas",-666666666.0,05,099,2017
"St. Francis County, Arkansas",-666666666.0,05,123,2017
"Pulaski County, Arkansas",33299.0,05,119,2017
"Clay County, Arkansas",25313.0,05,021,2017
"Cross County, Arkansas",24318.0,05,037,2017
"Dallas County, Arkansas",-666666666.0,05,039,2017
"Drew County, Arkansas",2499.0,05,043,2017
"Columbia County, Arkansas",-666666666.0,05,027,2017
"Randolph County, Arkansas",-666666666.0,05,121,2017
"Saline County, Arkansas",38750.0,05,125,2017
"Van Buren County, Arkansas",-666666666.0,05,141,2017
"Boone County, Arkansas",28750.0,05,009,2017
"Izard County, Arkansas",19313.0,05,065,2017
"Independence County, Arkansas",27147.0,05,063,2017
"Lincoln County, Arkansas",-666666666.0,05,079,2017
"Logan County, Arkansas",-666666666.0,05,083,2017
"Grant County, Arkansas",-666666666.0,05,053,2017
"Crittenden County, Arkansas",18982.0,05,035,2017
"Franklin County, Arkansas",-666666666.0,05,047,2017
"Faulkner County, Arkansas",20429.0,05,045,2017
"Pike County, Arkansas",-666666666.0,05,109,2017
"Jefferson County, Arkansas",39936.0,05,069,2017
"Marion County, Arkansas",-666666666.0,05,089,2017
"Montgomery County, Arkansas",11250.0,05,097,2017
"Scott County, Arkansas",-666666666.0,05,127,2017
"Searcy County, Arkansas",-666666666.0,05,129,2017
"Sebastian County, Arkansas",22201.0,05,131,2017
"Crawford County, Arkansas",40250.0,05,033,2017
"Benton County, Arkansas",45385.0,05,007,2017
"Chicot County, Arkansas",-666666666.0,05,017,2017
"Hot Spring County, Arkansas",20326.0,05,059,2017
"Johnson County, Arkansas",2499.0,05,071,2017
"Lee County, Arkansas",-666666666.0,05,077,2017
"Madison County, Arkansas",39107.0,05,087,2017
"Desha County, Arkansas",-666666666.0,05,041,2017
"Fulton County, Arkansas",-666666666.0,05,049,2017
"Howard County, Arkansas",-666666666.0,05,061,2017
"Garland County, Arkansas",-666666666.0,05,051,2017
"Mississippi County, Arkansas",16944.0,05,093,2017
"Pope County, Arkansas",20259.0,05,115,2017
"Prairie County, Arkansas",-666666666.0,05,117,2017
"Union County, Arkansas",-666666666.0,05,139,2017
"Woodruff County, Arkansas",-666666666.0,05,147,2017
"Cleburne County, Arkansas",11818.0,05,023,2017
"Cleveland County, Arkansas",-666666666.0,05,025,2017
"Jackson County, Arkansas",-666666666.0,05,067,2017
"Hempstead County, Arkansas",-666666666.0,05,057,2017
"Sharp County, Arkansas",16944.0,05,135,2017
"Stone County, Arkansas",-666666666.0,05,137,2017
"Washington County, Arkansas",33190.0,05,143,2017
"Greene County, Arkansas",59918.0,05,055,2017
"Baxter County, Arkansas",-666666666.0,05,005,2017
"Ashley County, Arkansas",-666666666.0,05,003,2017
"Craighead County, Arkansas",21732.0,05,031,2017
"Lafayette County, Arkansas",-666666666.0,05,073,2017
"Perry County, Arkansas",-666666666.0,05,105,2017
"Yell County, Arkansas",23636.0,05,149,2017
"Phillips County, Arkansas",-666666666.0,05,107,2017
"Poinsett County, Arkansas",-666666666.0,05,111,2017
"Sevier County, Arkansas",-666666666.0,05,133,2017
"Calhoun County, Arkansas",-666666666.0,05,013,2017
"Clark County, Arkansas",-666666666.0,05,019,2017
"Bradley County, Arkansas",-666666666.0,05,011,2017
"Lawrence County, Arkansas",-666666666.0,05,075,2017
"Monroe County, Arkansas",15938.0,05,095,2017
"Polk County, Arkansas",10750.0,05,113,2017
"Conway County, Arkansas",-666666666.0,05,029,2017
"Ouachita County, Arkansas",-666666666.0,05,103,2017
"Newton County, Arkansas",11250.0,05,101,2017
"Arkansas County, Arkansas",-666666666.0,05,001,2017
"Little River County, Arkansas",13929.0,05,081,2017
"Lonoke County, Arkansas",-666666666.0,05,085,2017
"Carroll County, Arkansas",-666666666.0,05,015,2017
"Miller County, Arkansas",23824.0,05,091,2017
"Modoc County, California",-666666666.0,06,049,2017
"Merced County, California",21466.0,06,047,2017
"Lake County, California",16207.0,06,033,2017
"Mariposa County, California",-666666666.0,06,043,2017
"Yuba County, California",24112.0,06,115,2017
"Contra Costa County, California",49155.0,06,013,2017
"Inyo County, California",-666666666.0,06,027,2017
"Lassen County, California",-666666666.0,06,035,2017
"Stanislaus County, California",23199.0,06,099,2017
"Santa Barbara County, California",40063.0,06,083,2017
"Sonoma County, California",51024.0,06,097,2017
"Tehama County, California",-666666666.0,06,103,2017
"Imperial County, California",15333.0,06,025,2017
"Mono County, California",-666666666.0,06,051,2017
"San Benito County, California",124063.0,06,069,2017
"Alameda County, California",53958.0,06,001,2017
"Sacramento County, California",35890.0,06,067,2017
"El Dorado County, California",21250.0,06,017,2017
"Napa County, California",51250.0,06,055,2017
"San Diego County, California",51110.0,06,073,2017
"Monterey County, California",62617.0,06,053,2017
"San Francisco County, California",80450.0,06,075,2017
"Sierra County, California",25938.0,06,091,2017
"Tulare County, California",25380.0,06,107,2017
"Yolo County, California",21179.0,06,113,2017
"Humboldt County, California",18510.0,06,023,2017
"Nevada County, California",29453.0,06,057,2017
"Alpine County, California",-666666666.0,06,003,2017
"Madera County, California",53984.0,06,039,2017
"Mendocino County, California",11993.0,06,045,2017
"Santa Cruz County, California",36875.0,06,087,2017
"Trinity County, California",26563.0,06,105,2017
"Los Angeles County, California",48026.0,06,037,2017
"Riverside County, California",35955.0,06,065,2017
"San Bernardino County, California",31053.0,06,071,2017
"Santa Clara County, California",63588.0,06,085,2017
"Marin County, California",51681.0,06,041,2017
"Placer County, California",51133.0,06,061,2017
"Siskiyou County, California",25417.0,06,093,2017
"Shasta County, California",23632.0,06,089,2017
"Solano County, California",39055.0,06,095,2017
"Del Norte County, California",-666666666.0,06,015,2017
"Colusa County, California",55833.0,06,011,2017
"Glenn County, California",16715.0,06,021,2017
"Butte County, California",27610.0,06,007,2017
"Kings County, California",43433.0,06,031,2017
"Plumas County, California",42177.0,06,063,2017
"San Luis Obispo County, California",31344.0,06,079,2017
"Fresno County, California",32382.0,06,019,2017
"Kern County, California",31932.0,06,029,2017
"Orange County, California",58615.0,06,059,2017
"Ventura County, California",52166.0,06,111,2017
"Calaveras County, California",18304.0,06,009,2017
"Sutter County, California",23229.0,06,101,2017
"San Mateo County, California",60250.0,06,081,2017
"Tuolumne County, California",-666666666.0,06,109,2017
"San Joaquin County, California",27233.0,06,077,2017
"Amador County, California",18000.0,06,005,2017
"Costilla County, Colorado",-666666666.0,08,023,2017
"Adams County, Colorado",50533.0,08,001,2017
"Conejos County, Colorado",13897.0,08,021,2017
"Custer County, Colorado",-666666666.0,08,027,2017
"Douglas County, Colorado",44722.0,08,035,2017
"Eagle County, Colorado",89052.0,08,037,2017
"Lake County, Colorado",-666666666.0,08,065,2017
"La Plata County, Colorado",36250.0,08,067,2017
"Moffat County, Colorado",-666666666.0,08,081,2017
"Pitkin County, Colorado",-666666666.0,08,097,2017
"Rio Grande County, Colorado",9821.0,08,105,2017
"Cheyenne County, Colorado",-666666666.0,08,017,2017
"Bent County, Colorado",-666666666.0,08,011,2017
"Crowley County, Colorado",23333.0,08,025,2017
"Dolores County, Colorado",-666666666.0,08,033,2017
"San Juan County, Colorado",-666666666.0,08,111,2017
"Jackson County, Colorado",-666666666.0,08,057,2017
"Larimer County, Colorado",37460.0,08,069,2017
"Logan County, Colorado",2499.0,08,075,2017
"Montezuma County, Colorado",-666666666.0,08,083,2017
"San Miguel County, Colorado",-666666666.0,08,113,2017
"Teller County, Colorado",-666666666.0,08,119,2017
"Yuma County, Colorado",31458.0,08,125,2017
"Boulder County, Colorado",40699.0,08,013,2017
"Elbert County, Colorado",-666666666.0,08,039,2017
"Las Animas County, Colorado",12443.0,08,071,2017
"Lincoln County, Colorado",14375.0,08,073,2017
"Clear Creek County, Colorado",-666666666.0,08,019,2017
"Routt County, Colorado",-666666666.0,08,107,2017
"Summit County, Colorado",98526.0,08,117,2017
"Alamosa County, Colorado",2499.0,08,003,2017
"Delta County, Colorado",-666666666.0,08,029,2017
"Fremont County, Colorado",-666666666.0,08,043,2017
"Pueblo County, Colorado",21065.0,08,101,2017
"Montrose County, Colorado",50403.0,08,085,2017
"Morgan County, Colorado",33750.0,08,087,2017
"Park County, Colorado",-666666666.0,08,093,2017
"Saguache County, Colorado",-666666666.0,08,109,2017
"Mesa County, Colorado",22052.0,08,077,2017
"Prowers County, Colorado",-666666666.0,08,099,2017
"Hinsdale County, Colorado",-666666666.0,08,053,2017
"El Paso County, Colorado",33267.0,08,041,2017
"Washington County, Colorado",-666666666.0,08,121,2017
"Grand County, Colorado",-666666666.0,08,049,2017
"Arapahoe County, Colorado",44671.0,08,005,2017
"Otero County, Colorado",14103.0,08,089,2017
"Phillips County, Colorado",-666666666.0,08,095,2017
"Archuleta County, Colorado",-666666666.0,08,007,2017
"Denver County, Colorado",34949.0,08,031,2017
"Kiowa County, Colorado",-666666666.0,08,061,2017
"Huerfano County, Colorado",20645.0,08,055,2017
"Baca County, Colorado",-666666666.0,08,009,2017
"Chaffee County, Colorado",-666666666.0,08,015,2017
"Gilpin County, Colorado",-666666666.0,08,047,2017
"Kit Carson County, Colorado",-666666666.0,08,063,2017
"Garfield County, Colorado",-666666666.0,08,045,2017
"Gunnison County, Colorado",24674.0,08,051,2017
"Jefferson County, Colorado",53433.0,08,059,2017
"Mineral County, Colorado",-666666666.0,08,079,2017
"Ouray County, Colorado",-666666666.0,08,091,2017
"Rio Blanco County, Colorado",-666666666.0,08,103,2017
"Sedgwick County, Colorado",13882.0,08,115,2017
"Weld County, Colorado",32446.0,08,123,2017
"New Haven County, Connecticut",35900.0,09,009,2017
"Litchfield County, Connecticut",28452.0,09,005,2017
"Hartford County, Connecticut",37399.0,09,003,2017
"Windham County, Connecticut",40338.0,09,015,2017
"New London County, Connecticut",52061.0,09,011,2017
"Middlesex County, Connecticut",55167.0,09,007,2017
"Tolland County, Connecticut",51400.0,09,013,2017
"Fairfield County, Connecticut",37026.0,09,001,2017
"Santa Rosa County, Florida",31905.0,12,113,2017
"Broomfield County, Colorado",53992.0,08,014,2017
"New Castle County, Delaware",37438.0,10,003,2017
"Sussex County, Delaware",21681.0,10,005,2017
"Kent County, Delaware",26897.0,10,001,2017
"Manatee County, Florida",20075.0,12,081,2017
"Citrus County, Florida",19154.0,12,017,2017
"Levy County, Florida",15750.0,12,075,2017
"Baker County, Florida",-666666666.0,12,003,2017
"Volusia County, Florida",21767.0,12,127,2017
"Leon County, Florida",24231.0,12,073,2017
"Broward County, Florida",34330.0,12,011,2017
"Madison County, Florida",-666666666.0,12,079,2017
"Monroe County, Florida",40208.0,12,087,2017
"Escambia County, Florida",32128.0,12,033,2017
"Hernando County, Florida",17344.0,12,053,2017
"Hillsborough County, Florida",34917.0,12,057,2017
"Okaloosa County, Florida",35559.0,12,091,2017
"Taylor County, Florida",-666666666.0,12,123,2017
"Wakulla County, Florida",-666666666.0,12,129,2017
"Washington County, Florida",20000.0,12,133,2017
"Duval County, Florida",39073.0,12,031,2017
"Bradford County, Florida",-666666666.0,12,007,2017
